From Position,To Position,Expected (um),Actual (um),Difference (um),Feed
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848989,1.259942599,0.260093611,10
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848989,1.873156811,0.873307822,10
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848989,1.780948163,0.781099174,10
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,1.307134086,0.307285097,10
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,1.193169542,0.193169542,10
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848989,2.794713262,1.794864273,10
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848989,2.297324675,1.297475686,10
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848989,2.053899669,1.05405068,10
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848989,2.348578221,1.348729232,10
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,1.256329734,0.256329734,10
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848989,1.895781629,0.89593264,10
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1,1.636663806,0.636663806,10
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1,1.527507009,0.527507009,10
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848989,2.072822214,1.072973225,10
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.586,1.712572866,1.126572866,10
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,5.004321034,-4.995678966,10
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10,4.128073693,-5.871926307,10
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10,5.529863425,-4.470136575,10
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,4.142843314,-5.857156686,10
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10,11.09597549,1.095975486,10
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10,11.3373846,1.337384598,10
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10,12.44272577,2.442725765,10
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10,10.60527053,0.605270533,10
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.9999041,8.154182764,-1.845721336,10
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.9999041,9.006271983,-0.993632117,10
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.9999041,9.235395877,-0.764508222,10
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,9.105464052,-0.894440047,10
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.9999041,8.45505428,-1.544849819,10
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.9999041,9.011114753,-0.988789346,10
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.9999041,8.977987402,-1.021916698,10
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,9.175609768,-0.824294332,10
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,5.932736751,-4.067263249,10
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.9999041,9.535366417,-0.464537683,10
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.9999041,8.807394436,-1.192509663,10
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.9999041,9.278505778,-0.721398322,10
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.9999041,8.425569905,-1.574334195,10
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.850349534,-4.149650466,10
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.9999041,8.593585856,-1.406318243,10
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10,5.161984521,-4.838015479,10
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",10,5.129927226,-4.870072774,10
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.9999041,9.548904026,-0.451000073,10
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.858,2.641505091,-3.216494909,10
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,6.03483598,-3.96516402,10
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10,5.572264248,-4.427735752,10
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10,5.348118473,-4.651881527,10
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,5.999461749,-4.000538251,10
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10,11.26175127,1.261751269,10
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10,11.98419891,1.984198908,10
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10,11.82148785,1.821487847,10
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10,12.16361836,2.16361836,10
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.9999041,8.33712462,-1.66277948,10
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.9999041,8.225408696,-1.774495403,10
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.9999041,7.900782419,-2.09912168,10
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.621044417,-1.378859683,10
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.9999041,9.460732045,-0.539172054,10
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.9999041,8.514410488,-1.485493611,10
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.9999041,10.5672957,0.567391605,10
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.9999041,8.390838626,-1.609065474,10
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,6.740390602,-3.259609398,10
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.9999041,9.299515403,-0.700388697,10
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.9999041,8.868482314,-1.131421785,10
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.9999041,10.76865342,0.768749318,10
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.9999041,8.097007212,-1.902896888,10
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,3.56706583,-6.43293417,10
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.9999041,8.598794772,-1.401109327,10
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10,5.911145499,-4.088854501,10
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",10,4.145015722,-5.854984278,10
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.9999041,8.929964186,-1.069939914,10
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.858,3.182284873,-2.675715127,10
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,29.79228411,-20.20771589,10
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50,29.74376941,-20.25623059,10
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50,30.27483716,-19.72516284,10
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,27.96407848,-22.03592152,10
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50,53.71433685,3.71433685,10
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50,41.87674475,-8.123255247,10
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50,42.34001253,-7.659987473,10
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50,52.69676889,2.696768887,10
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.9995205,41.56242657,-8.437093928,10
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471,36.9807709,-13.02016381,10
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471,37.98148133,-12.01945339,10
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.03427232,-8.96524818,10
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.9995205,49.35316095,-0.646359543,10
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022761,37.14908556,-12.85114205,10
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022761,40.38531207,-9.61491554,10
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,40.39097195,-9.60854855,10
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,30.30229828,-19.69770172,10
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.9995205,47.38827768,-2.611242822,10
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022761,36.69392464,-13.30630297,10
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022761,42.93426761,-7.065959995,10
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.9995205,41.67349365,-8.326026844,10
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,26.73128445,-23.26871555,10
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.9995205,42.24596662,-7.753553882,10
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",50,29.97357951,-20.02642049,10
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",50,30.09078082,-19.90921918,10
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022761,45.86056149,-4.139666115,10
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.289,18.10941007,-11.17958993,10
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,27.20393841,-22.79606159,10
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50,34.08865977,-15.91134023,10
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50,34.11897238,-15.88102762,10
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,28.37758964,-21.62241036,10
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50,53.42576753,3.425767527,10
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50,42.22437353,-7.775626472,10
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50,42.42223686,-7.577763139,10
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50,53.18958651,3.189586514,10
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.9995205,41.91845522,-8.081065277,10
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471,37.08736683,-12.91356788,10
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471,38.37947089,-11.62146382,10
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,41.39831206,-8.601208441,10
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.9995205,48.1995832,-1.799937302,10
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022761,37.27362767,-12.72659994,10
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022761,39.8092117,-10.19101591,10
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.9995205,40.54829889,-9.451221607,10
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50,25.15761418,-24.84238582,10
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.9995205,46.10877741,-3.890743089,10
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022761,35.6613277,-14.33889991,10
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022761,43.84924221,-6.150985397,10
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.9995205,43.13941296,-6.860107538,10
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50,28.80619017,-21.19380983,10
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.9995205,42.167325,-7.832195495,10
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",50,29.513995,-20.486005,10
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",50,31.3817671,-18.6182329,10
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022761,46.87942757,-3.120800042,10
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.289,15.97190872,-13.31709128,10
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,57.60879166,-42.39120834,10
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,82.67458807,-17.32541193,10
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100,82.95401427,-17.04598573,10
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,58.27004835,-41.72995165,10
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100,94.5262667,-5.473733302,10
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100,117.3725335,17.3725335,10
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100,117.8701148,17.87011477,10
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100,94.66426603,-5.335733972,10
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.0004552,77.88944276,-22.11101245,10
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.999041,74.00031739,-25.99872361,10
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.999041,74.16826979,-25.8307712,10
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,77.9941033,-22.00635191,10
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.0004552,87.23944654,-12.76100867,10
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.9997481,73.03376751,-26.9659806,10
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.9997481,80.21379437,-19.78595374,10
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,76.82894709,-23.17150812,10
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,58.56190791,-41.43809209,10
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.0004552,89.68327297,-10.31718223,10
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.9997481,70.09886396,-29.90088415,10
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.9997481,87.22677268,-12.77297543,10
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.0004552,87.66211459,-12.33834062,10
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,62.57106622,-37.42893378,10
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.0004552,77.18547967,-22.81497554,10
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",100,59.01229195,-40.98770805,10
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",100,65.75913592,-34.24086408,10
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.9997481,89.22776144,-10.77198666,10
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,32.43547163,-26.14352837,10
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,58.65280073,-41.34719927,10
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100,80.85523389,-19.14476611,10
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100,77.29594836,-22.70405164,10
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,62.13322067,-37.86677933,10
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100,94.00490038,-5.995099616,10
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100,117.4469066,17.44690659,10
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100,117.3847906,17.38479065,10
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100,94.09608475,-5.903915247,10
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.0004552,76.36108955,-23.63936566,10
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.999041,74.89188976,-25.10715123,10
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.999041,76.61326068,-23.38578032,10
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,77.68507509,-22.31538012,10
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.0004552,87.9504108,-12.05004441,10
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.9997481,73.18046374,-26.81928437,10
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.9997481,82.00081587,-17.99893223,10
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.0004552,79.70209401,-20.2983612,10
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100,60.65907571,-39.34092429,10
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.0004552,87.23242586,-12.76802935,10
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.9997481,71.07196546,-28.92778265,10
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.9997481,86.77734338,-13.22240473,10
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.0004552,84.85134053,-15.14911467,10
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100,63.59305671,-36.40694329,10
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.0004552,76.15986336,-23.84059184,10
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",100,60.12149401,-39.87850599,10
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",100,62.48090369,-37.51909631,10
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.9997481,87.48542406,-12.51432405,10
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,32.70258073,-25.87641927,10
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,186.8401946,-63.15980543,10
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250,193.7808425,-56.21915754,10
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250,193.6637241,-56.33627587,10
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,191.1683269,-58.83167307,10
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250,271.2381357,21.23813568,10
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250,235.4155254,-14.58447458,10
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250,235.4319264,-14.5680736,10
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250,271.2941289,21.29412888,10
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309,202.2497535,-47.75067746,10
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.9990167,236.5891984,-13.40981826,10
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.9990167,237.2024994,-12.79651731,10
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,202.8691659,-47.13126502,10
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309,231.1455859,-18.85484497,10
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.9997238,215.1390283,-34.86069552,10
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.9997238,253.593983,3.594259218,10
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,204.8127134,-45.18771753,10
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,184.8936643,-65.10633567,10
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309,241.5168847,-8.483546226,10
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.9997238,233.3106316,-16.68909221,10
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.9997238,264.86715,14.86742616,10
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309,211.1180691,-38.88236179,10
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,184.2706781,-65.72932189,10
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309,213.0952785,-36.90515242,10
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250,172.5222647,-77.47773528,10
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250,211.2835505,-38.71644952,10
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238,253.2818398,3.282115968,10
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,97.71214007,-48.73485993,10
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,192.2551284,-57.74487164,10
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250,186.6415376,-63.35846235,10
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250,186.8825057,-63.11749434,10
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,187.4983973,-62.5016027,10
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250,270.0506443,20.05064434,10
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250,236.2336322,-13.76636783,10
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250,330.1724828,80.17248284,10
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250,272.4808491,22.48084911,10
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309,200.9076309,-49.09280004,10
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.9990167,452.0584601,202.0594434,10
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.9990167,383.4535246,133.4545079,10
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,202.431826,-47.56860494,10
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309,231.5302101,-18.47022082,10
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.9997238,220.5331899,-29.46653387,10
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.9997238,252.4528219,2.453098053,10
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309,203.6533754,-46.34705555,10
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250,185.7844733,-64.21552668,10
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309,244.1550135,-5.845417394,10
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.9997238,237.4007785,-12.59894533,10
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.9997238,267.8694457,17.8697219,10
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309,208.6359943,-41.36443661,10
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250,184.3218941,-65.6781059,10
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309,211.2935235,-38.7069074,10
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250,178.3138634,-71.68613659,10
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250,208.976681,-41.02331896,10
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238,253.0424997,3.042775901,10
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,98.43391611,-48.01308389,10
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,2.203448269,1.203448269,5
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1,1.493038365,0.493038365,5
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1,2.152053658,1.152053658,5
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,1.884007547,0.884007547,5
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1,1.935273847,0.935273847,5
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1,1.887316345,0.887316345,5
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1,1.793718398,0.793718398,5
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1,1.607506036,0.607506036,5
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848989,2.646234627,1.646385639,5
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848989,3.056290163,2.056441175,5
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848989,2.353884756,1.354035767,5
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,2.768723777,1.768874788,5
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848989,2.394901812,1.395052823,5
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848989,1.636990675,0.637141687,5
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848989,3.055147411,2.055298422,5
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,2.355178105,1.355329116,5
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,1.832108618,0.832108618,5
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848989,2.354366702,1.354517713,5
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848989,2.366471776,1.366622787,5
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848989,2.002113924,1.002264936,5
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848989,2.260910978,1.26106199,5
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,1.365435299,0.365435299,5
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848989,1.048726734,0.048877745,5
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1,1.496974403,0.496974403,5
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1,2.180933313,1.180933313,5
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848989,2.265953666,1.266104677,5
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.586,2.094048002,1.508048002,5
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,1.997066291,0.997066291,5
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1,2.481242528,1.481242528,5
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1,2.406317123,1.406317123,5
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,1.272084773,0.272084773,5
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1,1.73791179,0.73791179,5
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1,1.524467806,0.524467806,5
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1,1.627249631,0.627249631,5
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1,2.15872635,1.15872635,5
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848989,2.15391275,1.154063762,5
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848989,1.485244976,0.485395987,5
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848989,2.858730409,1.858881421,5
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,2.862448567,1.862599578,5
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848989,0.86746487,-0.132384119,5
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848989,1.455174289,0.455325301,5
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848989,1.779124906,0.779275917,5
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848989,1.967637154,0.967788166,5
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1,1.796598494,0.796598494,5
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848989,1.234653258,0.23480427,5
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848989,1.866543267,0.866694278,5
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848989,2.300752283,1.300903294,5
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848989,2.539829353,1.539980364,5
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1,2.176395796,1.176395796,5
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848989,2.376443915,1.376594926,5
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1,2.33031971,1.33031971,5
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1,1.765497566,0.765497566,5
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848989,1.86180939,0.861960401,5
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.586,1.440702364,0.854702364,5
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10,4.101715695,-5.898284305,5
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10,7.459107476,-2.540892524,5
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10,7.502872076,-2.497127924,5
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10,3.290679807,-6.709320193,5
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10,11.7896865,1.789686497,5
